ride_id,timestamp,origin_lat,origin_lon,dest_lat,dest_lon,vehicle_type,trip_distance,trip_duration,fare,hour,day_of_week,is_rush_hour
R002629,2024-01-18 17:04:52,40.721622,-74.035537,40.677182,-73.989902,suv,6.26,23.5,52.32,17,3,1
R002630,2024-01-21 22:17:36,40.68293,-74.035759,40.702757,-73.964601,sedan,6.39,10.18,19.7,22,6,0
R002631,2024-01-11 05:02:16,40.702377,-74.002039,40.722969,-74.008863,sedan,2.36,4.28,9.78,5,3,0
R002632,2024-01-10 20:53:38,40.713264,-73.974101,40.735398,-73.980928,economy,2.53,5.33,7.02,20,2,0
R002633,2024-01-20 16:31:40,40.73366,-73.993942,40.697864,-73.986842,sedan,4.03,6.35,13.1,16,5,0
R002634,2024-01-27 13:24:38,40.696855,-74.035795,40.69698,-73.978989,suv,4.79,9.83,21.38,13,5,0
R002635,2024-01-04 04:13:31,40.739476,-73.986307,40.72504,-73.965842,sedan,2.36,2.92,7.55,4,3,0
R002636,2024-01-08 07:53:11,40.727413,-73.992606,40.673056,-74.031379,economy,6.87,24.84,24.31,7,0,1
R002637,2024-01-23 16:42:37,40.701852,-73.982417,40.715007,-74.049815,suv,5.87,11.99,26.83,16,1,0
R002638,2024-01-20 14:51:00,40.721646,-74.043543,40.699031,-73.985592,sedan,5.49,8.01,15.55,14,5,0
R002639,2024-01-22 04:01:13,40.742228,-74.050139,40.739615,-73.99957,sedan,4.27,5.14,10.71,4,0,0
R002640,2024-01-18 05:06:05,40.672784,-74.046442,40.747284,-73.975291,sedan,10.23,19.61,27.45,5,3,0
R002641,2024-01-22 00:40:51,40.711863,-73.963955,40.73563,-73.993417,economy,3.63,4.66,6.65,0,0,0
R002642,2024-01-22 22:48:39,40.721566,-73.989208,40.687629,-74.01553,suv,4.38,6.83,20.63,22,0,0
R002643,2024-01-25 18:28:57,40.728025,-73.992628,40.704406,-73.98907,suv,2.64,11.39,25.63,18,3,1
R002644,2024-01-24 17:32:40,40.706091,-74.037152,40.729187,-73.988796,sedan,4.82,15.45,24.89,17,2,1
R002645,2024-01-28 02:34:59,40.721697,-74.042783,40.688822,-74.031936,economy,3.77,5.02,6.88,2,6,0
R002646,2024-01-04 14:56:56,40.686738,-74.024748,40.688083,-73.991479,economy,2.81,5.58,6.29,14,3,0
R002647,2024-01-17 11:28:59,40.689037,-74.027504,40.727883,-73.989421,economy,5.38,12.03,12.27,11,2,0
R002648,2024-01-02 13:30:20,40.718952,-74.041222,40.681122,-74.029302,sedan,4.32,8.32,14.66,13,1,0
R002649,2024-01-13 18:05:19,40.707064,-74.011999,40.73361,-73.986688,suv,3.64,11.45,30.41,18,5,1
R002650,2024-01-17 15:43:52,40.722495,-73.999168,40.703517,-73.961837,sedan,3.79,6.71,13.33,15,2,0
R002651,2024-01-14 17:57:32,40.687134,-73.970501,40.684441,-74.023484,suv,4.48,16.36,39.33,17,6,1
R002652,2024-01-30 15:42:40,40.74384,-73.990373,40.714316,-73.97097,economy,3.67,6.57,9.53,15,1,0
R002653,2024-01-04 08:57:50,40.694689,-73.973322,40.704293,-73.97793,economy,1.14,4.84,7.68,8,3,1
R002654,2024-01-29 17:41:15,40.721924,-74.040044,40.71692,-74.009422,sedan,2.64,8.65,18.57,17,0,1
R002655,2024-01-18 17:14:21,40.732357,-74.015424,40.694299,-73.986959,sedan,4.86,16.33,27.43,17,3,1
R002656,2024-01-28 21:42:41,40.725781,-74.036257,40.696007,-73.969779,suv,6.51,11.39,26.18,21,6,0
R002657,2024-01-30 13:44:40,40.708025,-73.979874,40.677881,-74.028601,sedan,5.3,9.18,18.26,13,1,0
R002658,2024-01-30 19:27:01,40.727943,-74.040609,40.709892,-73.981156,economy,5.4,24.28,22.98,19,1,1
R002659,2024-01-18 10:06:24,40.710809,-74.043042,40.744792,-74.046485,economy,3.79,5.12,9.49,10,3,0
R002660,2024-01-21 13:17:34,40.700363,-73.961524,40.688873,-74.030623,economy,5.96,12.47,13.52,13,6,0
R002661,2024-01-13 17:44:32,40.735905,-73.984952,40.678313,-74.017364,economy,6.96,30.15,31.05,17,5,1
R002662,2024-01-09 12:30:09,40.726503,-74.005366,40.681297,-74.021327,economy,5.2,10.84,11.59,12,1,0
R002663,2024-01-19 02:27:01,40.682221,-73.98781,40.720799,-74.026546,economy,5.39,7.24,8.56,2,4,0
R002664,2024-01-27 03:37:57,40.696608,-73.987965,40.678037,-73.976384,economy,2.28,2.98,5.05,3,5,0
R002665,2024-01-25 19:40:52,40.692492,-74.019898,40.735131,-74.033996,economy,4.89,18.64,20.3,19,3,1
R002666,2024-01-07 15:46:26,40.700728,-73.97957,40.689191,-74.025222,economy,4.06,7.25,10.0,15,6,0
R002667,2024-01-09 10:35:32,40.725601,-74.045931,40.677017,-73.993158,sedan,7.0,13.31,19.87,10,1,0
R002668,2024-01-30 05:23:58,40.742861,-74.0356,40.751579,-74.003238,economy,2.89,4.91,8.06,5,1,0
R002669,2024-01-09 03:39:06,40.73748,-73.996468,40.712306,-73.968831,suv,3.64,4.17,12.58,3,1,0
R002670,2024-01-23 09:17:01,40.722529,-73.994837,40.707319,-74.007205,sedan,1.99,6.0,12.14,9,1,1
R002671,2024-01-16 23:30:57,40.755602,-73.985618,40.750154,-74.023652,sedan,3.26,4.26,9.3,23,1,0
R002672,2024-01-05 22:16:38,40.694322,-74.001427,40.724267,-74.007698,sedan,3.37,6.0,12.19,22,4,0
R002673,2024-01-18 17:58:46,40.699597,-73.978923,40.711728,-74.016671,sedan,3.46,11.8,23.05,17,3,1
R002674,2024-01-04 08:05:28,40.733038,-73.999233,40.680566,-73.988753,sedan,5.9,15.99,25.56,8,3,1
R002675,2024-01-20 05:58:25,40.753886,-73.981081,40.738636,-73.994865,sedan,2.06,3.69,8.95,5,5,0
R002676,2024-01-20 21:34:39,40.72169,-73.964499,40.701285,-73.993094,sedan,3.31,5.74,11.14,21,5,0
R002677,2024-01-18 14:19:59,40.722809,-73.961207,40.755567,-73.964024,sedan,3.65,6.99,12.77,14,3,0
R002678,2024-01-28 02:20:21,40.687269,-74.005475,40.754741,-73.965767,sedan,8.22,10.86,18.67,2,6,0
R002679,2024-01-02 03:07:39,40.690585,-74.030065,40.693932,-73.979882,suv,4.25,5.19,14.89,3,1,0
R002680,2024-01-08 22:59:24,40.709896,-74.018872,40.741784,-73.988803,economy,4.36,8.86,11.42,22,0,0
R002681,2024-01-03 13:43:46,40.68612,-73.985077,40.720794,-74.031708,economy,5.51,11.98,12.15,13,2,0
R002682,2024-01-23 20:08:06,40.700179,-73.97477,40.728858,-74.041163,sedan,6.44,10.91,18.98,20,1,0
R002683,2024-01-13 15:00:03,40.72808,-74.038614,40.754835,-74.009521,economy,3.85,8.13,9.99,15,5,0
R002684,2024-01-19 08:11:03,40.698856,-73.983091,40.715995,-74.049521,sedan,5.91,18.71,27.91,8,4,1
R002685,2024-01-09 23:55:35,40.751146,-73.979103,40.75616,-73.978411,economy,0.56,1.0,2.57,23,1,0
R002686,2024-01-11 13:16:10,40.726137,-74.035094,40.708666,-74.02605,economy,2.09,4.09,6.46,13,3,0
R002687,2024-01-18 00:36:28,40.713106,-74.021403,40.725368,-74.039307,suv,2.03,2.69,8.86,0,3,0
R002688,2024-01-07 16:51:38,40.684152,-74.028042,40.719247,-74.032582,economy,3.92,7.27,8.96,16,6,0
R002689,2024-01-13 12:50:08,40.720609,-73.99163,40.688492,-73.984824,economy,3.62,7.41,9.21,12,5,0
R002690,2024-01-10 01:06:25,40.72413,-74.020576,40.730861,-73.975073,economy,3.91,6.21,7.41,1,2,0
R002691,2024-01-30 01:00:44,40.735219,-73.999544,40.695896,-73.98388,suv,4.57,6.37,15.16,1,1,0
R002692,2024-01-04 05:09:18,40.700321,-73.978617,40.710362,-74.033677,suv,4.77,9.19,21.06,5,3,0
R002693,2024-01-23 21:30:19,40.747564,-73.992425,40.680774,-73.966859,sedan,7.73,13.22,22.96,21,1,0
R002694,2024-01-13 00:06:05,40.739717,-73.988634,40.723804,-74.04079,sedan,4.74,6.07,11.75,0,5,0
R002695,2024-01-17 20:24:03,40.739219,-73.990766,40.688719,-73.989501,economy,5.62,12.06,12.49,20,2,0
R002696,2024-01-16 17:08:12,40.756523,-74.027929,40.724984,-74.035429,economy,3.56,14.02,16.39,17,1,1
R002697,2024-01-26 00:59:51,40.683473,-74.026079,40.691361,-74.039662,economy,1.44,1.95,3.81,0,4,0
R002698,2024-01-09 05:40:51,40.753652,-74.025929,40.737411,-73.991649,suv,3.41,7.04,18.35,5,1,0
R002699,2024-01-02 06:33:16,40.702075,-73.978328,40.747901,-74.002814,sedan,5.5,10.0,17.08,6,1,0
R002700,2024-01-13 17:03:29,40.716533,-73.969448,40.671415,-74.015224,sedan,6.33,22.06,37.35,17,5,1
R002701,2024-01-12 08:32:11,40.737245,-73.989233,40.756203,-73.989289,economy,2.11,7.48,8.93,8,4,1
R002702,2024-01-11 08:23:51,40.702439,-73.980554,40.682255,-73.963151,economy,2.68,8.99,9.96,8,3,1
R002703,2024-01-22 13:16:19,40.692527,-73.998857,40.694049,-73.978059,economy,1.76,3.78,5.56,13,0,0
R002704,2024-01-05 06:54:56,40.687129,-74.030363,40.669876,-74.019787,economy,2.12,4.0,6.32,6,4,0
R002705,2024-01-23 14:18:49,40.74775,-73.969145,40.677249,-73.961834,sedan,7.86,12.8,22.5,14,1,0
R002706,2024-01-16 21:39:46,40.668256,-74.014233,40.690476,-73.975335,suv,4.11,8.09,20.08,21,1,0
R002707,2024-01-13 06:15:42,40.694252,-74.030126,40.752444,-74.042621,economy,6.56,12.64,12.82,6,5,0
R002708,2024-01-28 17:34:24,40.712619,-74.002202,40.694856,-73.990947,suv,2.19,9.04,24.58,17,6,1
R002709,2024-01-12 22:00:41,40.678039,-74.008073,40.69986,-74.006807,economy,2.43,4.84,7.15,22,4,0
R002710,2024-01-26 12:15:52,40.722621,-74.037421,40.741658,-73.980795,economy,5.22,8.71,11.43,12,4,0
R002711,2024-01-13 19:50:14,40.69998,-74.032675,40.687373,-74.016291,economy,1.97,8.74,10.94,19,5,1
R002712,2024-01-08 09:00:02,40.712344,-73.961478,40.708941,-74.04488,sedan,7.04,21.11,32.18,9,0,1
R002713,2024-01-24 03:32:04,40.690345,-74.019164,40.697594,-73.972424,sedan,4.02,4.87,9.98,3,2,0
R002714,2024-01-17 02:53:27,40.69157,-74.026792,40.73214,-74.03602,suv,4.58,6.43,15.13,2,2,0
R002715,2024-01-12 08:16:27,40.690315,-74.024625,40.670844,-74.010725,suv,2.46,7.78,19.83,8,4,1
R002716,2024-01-23 02:30:38,40.704754,-73.966207,40.672916,-73.986395,economy,3.93,5.51,8.05,2,1,0
R002717,2024-01-21 21:41:48,40.755176,-74.039331,40.74844,-73.988788,economy,4.32,9.02,10.26,21,6,0
R002718,2024-01-21 19:07:09,40.706437,-73.97772,40.725097,-74.038306,economy,5.51,19.61,23.1,19,6,1
R002719,2024-01-18 23:24:51,40.704873,-74.035673,40.669781,-74.03193,suv,3.91,4.4,15.51,23,3,0
R002720,2024-01-17 16:49:09,40.712935,-74.028708,40.729465,-73.987616,sedan,3.92,7.29,13.26,16,2,0
R002721,2024-01-10 10:30:37,40.725762,-73.986826,40.692761,-74.050945,economy,6.53,13.34,14.51,10,2,0
R002722,2024-01-27 14:43:08,40.68628,-74.030548,40.738986,-73.984439,suv,7.03,12.02,28.37,14,5,0
R002723,2024-01-20 17:47:24,40.702864,-74.04964,40.688121,-74.021266,suv,2.9,10.06,24.82,17,5,1
R002724,2024-01-27 17:41:14,40.702602,-73.978742,40.681485,-74.028426,economy,4.8,18.57,22.37,17,5,1
R002725,2024-01-26 03:09:07,40.733156,-73.989594,40.679983,-74.03814,economy,7.19,10.89,12.06,3,4,0
R002726,2024-01-13 05:56:36,40.68436,-74.026993,40.668889,-74.025066,sedan,1.73,2.67,7.6,5,5,0
R002727,2024-01-02 22:36:35,40.677185,-73.970321,40.736221,-73.990327,economy,6.78,15.33,14.36,22,1,0
R002728,2024-01-04 00:11:14,40.735301,-73.997242,40.698271,-73.977298,economy,4.45,6.09,7.94,0,3,0
R002729,2024-01-13 03:02:58,40.693001,-73.989318,40.731344,-74.000077,economy,4.36,5.49,7.96,3,5,0
R002730,2024-01-18 02:52:18,40.698017,-73.987678,40.713256,-74.038669,economy,4.62,6.21,7.4,2,3,0
R002731,2024-01-30 23:15:57,40.704593,-74.02242,40.681169,-74.050606,sedan,3.53,4.31,9.25,23,1,0
R002732,2024-01-21 02:37:32,40.728429,-74.044803,40.678395,-73.96855,economy,8.5,13.14,13.58,2,6,0
R002733,2024-01-26 17:41:08,40.722193,-74.03136,40.672167,-74.034055,suv,5.57,18.87,42.05,17,4,1
R002734,2024-01-11 21:50:06,40.686795,-74.032185,40.698415,-74.008911,suv,2.35,5.25,12.86,21,3,0
R002735,2024-01-15 12:58:11,40.730731,-74.03581,40.687188,-73.976402,suv,6.97,13.33,30.02,12,0,0
R002736,2024-01-19 12:28:53,40.736123,-73.987126,40.671106,-73.979093,economy,7.26,13.99,15.04,12,4,0
R002737,2024-01-14 21:24:27,40.724829,-73.988384,40.703212,-73.97292,suv,2.73,5.28,13.92,21,6,0
R002738,2024-01-10 02:45:05,40.750956,-74.0365,40.721536,-74.020232,suv,3.55,3.82,12.41,2,2,0
R002739,2024-01-10 00:51:28,40.699672,-74.048398,40.722979,-74.035309,sedan,2.82,2.56,7.68,0,2,0
R002740,2024-01-16 01:33:39,40.676652,-74.022339,40.700192,-74.009245,sedan,2.84,3.13,7.67,1,1,0
R002741,2024-01-10 17:09:24,40.717895,-73.975151,40.681555,-74.048054,sedan,7.36,26.09,43.17,17,2,1
R002742,2024-01-06 12:38:29,40.751432,-74.010925,40.756295,-74.024333,sedan,1.25,2.29,6.24,12,5,0
R002743,2024-01-18 17:33:57,40.701834,-73.994627,40.702387,-73.988585,sedan,0.51,1.86,8.48,17,3,1
R002744,2024-01-03 11:01:23,40.679135,-74.033969,40.693852,-73.970886,economy,5.57,13.15,13.25,11,2,0
R002745,2024-01-28 02:36:29,40.677722,-74.026787,40.683135,-74.029139,economy,0.63,1.0,2.78,2,6,0
R002746,2024-01-03 04:27:56,40.725609,-74.010017,40.717638,-74.039987,economy,2.68,3.97,5.7,4,2,0
R002747,2024-01-21 16:36:35,40.669743,-74.016484,40.735058,-73.989667,economy,7.61,14.82,14.82,16,6,0
R002748,2024-01-03 17:54:00,40.684404,-74.017589,40.714802,-74.0462,sedan,4.15,14.75,27.56,17,2,1
R002749,2024-01-30 04:04:50,40.742406,-74.02654,40.72433,-74.02952,suv,2.03,2.81,8.71,4,1,0
R002750,2024-01-04 14:31:29,40.724185,-73.989444,40.729331,-73.962856,economy,2.31,4.38,6.27,14,3,0
R002751,2024-01-10 12:38:11,40.716569,-74.035681,40.695339,-74.028043,economy,2.45,5.18,6.96,12,2,0
R002752,2024-01-20 22:37:25,40.670988,-73.983867,40.725647,-74.028543,economy,7.15,12.73,14.92,22,5,0
R002753,2024-01-05 19:30:21,40.746244,-74.018789,40.727509,-73.989046,sedan,3.26,10.23,19.67,19,4,1
R002754,2024-01-29 08:46:46,40.669624,-74.01554,40.725553,-74.039837,sedan,6.55,17.93,28.47,8,0,1
R002755,2024-01-12 15:53:53,40.701384,-73.99046,40.733182,-74.00763,economy,3.82,6.77,9.15,15,4,0
R002756,2024-01-28 18:09:08,40.750122,-73.967415,40.743817,-73.987839,sedan,1.86,6.45,14.49,18,6,1
R002757,2024-01-01 23:03:04,40.73988,-74.014353,40.720803,-74.045796,economy,3.39,4.57,6.05,23,0,0
R002758,2024-01-02 14:10:13,40.744986,-74.047584,40.696394,-73.982295,suv,7.71,16.19,33.5,14,1,0
R002759,2024-01-17 05:58:35,40.712305,-73.961776,40.671746,-74.029907,suv,7.3,12.24,26.18,5,2,0
R002760,2024-01-09 00:03:05,40.750723,-74.0006,40.67186,-74.014292,suv,8.84,12.15,26.44,0,1,0
R002761,2024-01-17 05:10:44,40.706229,-73.974836,40.692598,-74.022211,suv,4.27,6.98,19.8,5,2,0
R002762,2024-01-03 12:59:34,40.746464,-73.985109,40.734568,-73.96131,economy,2.4,5.04,7.05,12,2,0
R002763,2024-01-16 02:03:50,40.746304,-73.991381,40.727482,-74.038355,suv,4.48,6.34,16.22,2,1,0
R002764,2024-01-20 05:54:29,40.757543,-74.027656,40.734622,-73.982654,economy,4.57,8.33,10.23,5,5,0
R002765,2024-01-14 02:47:56,40.723862,-74.031596,40.698697,-73.974571,economy,5.56,7.27,8.57,2,6,0
R002766,2024-01-19 04:12:02,40.734341,-73.991386,40.668307,-73.96229,sedan,7.74,9.79,17.06,4,4,0
R002767,2024-01-22 00:00:30,40.7311,-73.991375,40.687991,-73.965923,sedan,5.25,6.32,12.2,0,0,0
R002768,2024-01-10 17:45:20,40.674604,-74.025224,40.692083,-74.02503,sedan,1.94,8.17,15.52,17,2,1
R002769,2024-01-17 14:26:37,40.719668,-74.007417,40.699868,-73.976049,economy,3.44,7.29,9.09,14,2,0
R002770,2024-01-20 08:17:30,40.684994,-73.992485,40.685768,-73.998501,sedan,0.51,1.56,6.33,8,5,1
R002771,2024-01-20 23:32:59,40.699587,-73.979329,40.725206,-74.034564,sedan,5.46,6.15,12.46,23,5,0
R002772,2024-01-03 06:57:49,40.673034,-73.974308,40.727402,-74.030661,economy,7.69,13.61,14.6,6,2,0
R002773,2024-01-05 11:49:35,40.75403,-74.045258,40.737436,-74.023133,sedan,2.62,5.04,9.76,11,4,0
R002774,2024-01-03 14:57:18,40.724337,-74.026828,40.737764,-73.998707,sedan,2.8,5.28,10.17,14,2,0
R002775,2024-01-29 07:21:55,40.720823,-74.049855,40.748948,-74.001892,economy,5.11,19.15,15.95,7,0,1
R002776,2024-01-28 08:34:27,40.691236,-73.991937,40.748363,-73.980067,sedan,6.43,20.4,28.76,8,6,1
R002777,2024-01-08 22:16:57,40.691171,-74.022419,40.699329,-74.017534,suv,1.0,1.87,9.18,22,0,0
R002778,2024-01-11 07:24:58,40.719151,-73.986838,40.737782,-74.026564,suv,3.94,12.68,26.48,7,3,1
R002779,2024-01-10 12:58:08,40.713478,-74.020207,40.729651,-73.990518,economy,3.08,4.75,7.69,12,2,0
R002780,2024-01-15 08:45:03,40.685644,-73.97556,40.69338,-73.96963,economy,0.99,3.78,5.97,8,0,1
R002781,2024-01-12 12:10:13,40.751018,-74.00252,40.746677,-74.039763,economy,3.17,4.38,7.45,12,4,0
R002782,2024-01-02 17:59:21,40.668531,-74.011107,40.740086,-73.99662,economy,8.05,30.2,28.78,17,1,1
R002783,2024-01-23 09:46:01,40.708767,-73.981267,40.707706,-74.048555,suv,5.67,20.36,38.84,9,1,1
R002784,2024-01-04 02:06:29,40.714051,-73.9987,40.682464,-74.031142,economy,4.45,5.99,7.13,2,3,0
R002785,2024-01-22 00:09:21,40.751333,-74.004039,40.685089,-74.027052,economy,7.62,12.28,11.39,0,0,0
R002786,2024-01-13 01:43:44,40.722461,-73.996765,40.718626,-74.029235,sedan,2.77,3.2,7.73,1,5,0
R002787,2024-01-30 07:20:52,40.698071,-73.981436,40.736675,-73.983443,sedan,4.3,12.65,21.96,7,1,1
R002788,2024-01-01 02:42:08,40.721591,-74.03138,40.70388,-74.014518,suv,2.43,3.06,9.63,2,0,0
R002789,2024-01-12 01:00:10,40.696537,-74.044279,40.681503,-74.046963,sedan,1.69,2.17,5.8,1,4,0
R002790,2024-01-02 02:20:07,40.683681,-74.027758,40.725912,-73.961306,economy,7.31,9.45,10.76,2,1,0
R002791,2024-01-26 20:43:43,40.755266,-74.03491,40.713809,-74.029431,suv,4.63,8.19,21.68,20,4,0
R002792,2024-01-11 01:28:18,40.690563,-73.98371,40.706865,-73.985698,sedan,1.82,2.13,5.73,1,3,0
R002793,2024-01-28 04:29:38,40.724635,-74.016314,40.699984,-74.05091,sedan,4.0,4.88,10.19,4,6,0
R002794,2024-01-19 21:23:41,40.679318,-74.024206,40.757737,-73.997922,sedan,9.0,17.21,28.1,21,4,0
R002795,2024-01-02 00:25:18,40.743873,-74.050129,40.687622,-73.991102,suv,7.99,10.82,25.12,0,1,0
R002796,2024-01-25 23:00:13,40.705014,-74.01846,40.734215,-73.984289,economy,4.34,5.14,7.69,23,3,0
R002797,2024-01-12 04:02:56,40.733277,-73.987095,40.738944,-74.031712,sedan,3.81,4.96,9.7,4,4,0
R002798,2024-01-25 09:04:04,40.67231,-74.004892,40.711153,-73.983389,suv,4.68,14.35,29.94,9,3,1
R002799,2024-01-08 20:21:56,40.751152,-73.999546,40.677222,-74.033627,suv,8.71,14.15,36.97,20,0,0
R002800,2024-01-12 11:48:48,40.724343,-74.033668,40.721526,-74.050033,economy,1.41,2.79,5.29,11,4,0
R002801,2024-01-02 11:24:04,40.69776,-73.977165,40.73028,-74.044764,sedan,6.75,10.64,21.11,11,1,0
R002802,2024-01-19 00:41:01,40.693631,-73.982625,40.681017,-74.034282,suv,4.58,6.44,15.48,0,4,0
R002803,2024-01-18 01:04:34,40.70477,-73.985092,40.675247,-73.997801,economy,3.45,5.04,6.52,1,3,0
R002804,2024-01-23 07:30:32,40.687025,-74.020058,40.737563,-74.033627,suv,5.73,17.87,36.96,7,1,1
R002805,2024-01-22 06:36:54,40.716822,-74.039313,40.732502,-74.006892,economy,3.24,6.55,9.04,6,0,0
R002806,2024-01-13 15:29:24,40.675584,-73.984817,40.742791,-73.969682,economy,7.58,17.5,17.21,15,5,0
R002807,2024-01-01 06:10:40,40.729586,-73.988647,40.686337,-74.035945,suv,6.25,12.81,28.5,6,0,0
R002808,2024-01-11 08:08:57,40.73199,-74.033889,40.721556,-74.031825,economy,1.17,4.58,7.43,8,3,1
R002809,2024-01-02 20:11:42,40.672568,-74.043945,40.669669,-74.017625,economy,2.24,4.17,6.61,20,1,0
R002810,2024-01-26 07:19:21,40.722327,-74.025005,40.735739,-73.988075,sedan,3.45,10.8,19.64,7,4,1
R002811,2024-01-21 13:53:43,40.69216,-74.029035,40.694854,-73.985398,sedan,3.69,6.68,12.17,13,6,0
R002812,2024-01-08 00:09:56,40.729561,-73.992274,40.693405,-73.981928,economy,4.11,5.77,7.66,0,0,0
R002813,2024-01-26 04:39:59,40.730847,-74.044427,40.685151,-74.039071,suv,5.1,5.76,16.1,4,4,0
R002814,2024-01-15 10:48:56,40.689786,-73.970674,40.715568,-74.007488,suv,4.22,8.13,19.74,10,0,0
R002815,2024-01-15 10:54:36,40.677898,-73.975982,40.69231,-73.979696,economy,1.63,3.21,4.91,10,0,0
R002816,2024-01-13 01:14:53,40.682449,-74.022025,40.715939,-73.98938,suv,4.63,6.75,15.84,1,5,0
R002817,2024-01-05 14:23:22,40.746051,-74.008638,40.706114,-73.974495,suv,5.29,8.86,22.58,14,4,0
R002818,2024-01-29 00:44:38,40.699188,-73.982298,40.724739,-74.031897,sedan,5.05,6.67,13.24,0,0,0
R002819,2024-01-08 22:48:35,40.686153,-74.03282,40.730431,-74.002647,suv,5.54,9.89,24.62,22,0,0
R002820,2024-01-04 20:50:38,40.723281,-73.967908,40.722835,-74.040617,suv,6.13,8.87,23.38,20,3,0
R002821,2024-01-17 03:33:36,40.743003,-74.016742,40.67353,-74.045075,sedan,8.09,9.6,17.06,3,2,0
R002822,2024-01-19 03:27:06,40.732457,-74.032665,40.725982,-73.989162,economy,3.74,5.55,6.41,3,4,0
R002823,2024-01-12 10:35:35,40.721042,-74.026263,40.698104,-73.995276,economy,3.65,7.26,9.22,10,4,0
R002824,2024-01-16 05:45:44,40.728989,-74.002546,40.67466,-74.001215,sedan,6.04,9.55,17.87,5,1,0
R002825,2024-01-25 10:58:15,40.709763,-74.050695,40.703961,-74.041484,sedan,1.01,1.43,5.98,10,3,0
R002826,2024-01-28 06:04:35,40.712222,-74.011703,40.692015,-73.987965,economy,3.01,6.45,8.51,6,6,0
R002827,2024-01-30 18:30:57,40.706261,-74.036757,40.70316,-74.006028,sedan,2.61,10.68,18.98,18,1,1
R002828,2024-01-17 04:10:46,40.731809,-74.017013,40.723822,-73.997146,economy,1.9,2.04,4.7,4,2,0
R002829,2024-01-07 19:18:34,40.689462,-74.022703,40.73319,-73.989645,economy,5.6,22.66,23.3,19,6,1
R002830,2024-01-16 08:41:13,40.756314,-74.013416,40.686884,-74.004061,suv,7.76,22.67,48.97,8,1,1
R002831,2024-01-24 03:04:26,40.732129,-73.96324,40.748527,-74.024757,sedan,5.49,5.87,11.66,3,2,0
R002832,2024-01-23 06:44:00,40.70331,-74.041971,40.736377,-74.018119,sedan,4.19,7.31,15.26,6,1,0
R002833,2024-01-05 01:40:13,40.702857,-74.004333,40.69308,-74.033548,economy,2.69,3.86,5.3,1,4,0
R002834,2024-01-05 04:45:28,40.692581,-74.049413,40.717544,-73.99894,economy,5.08,6.58,8.4,4,4,0
R002835,2024-01-29 03:15:23,40.748201,-73.995971,40.687946,-74.031124,sedan,7.33,8.16,15.96,3,0,0
R002836,2024-01-14 10:56:03,40.722417,-73.978251,40.728933,-73.987758,sedan,1.08,1.78,6.43,10,6,0
R002837,2024-01-27 01:22:45,40.752986,-74.044543,40.710435,-73.982794,economy,7.03,10.63,10.88,1,5,0
R002838,2024-01-12 12:57:37,40.687239,-74.025852,40.731832,-73.978685,sedan,6.36,10.56,19.73,12,4,0
R002839,2024-01-21 05:38:05,40.716496,-74.022515,40.737595,-73.96727,sedan,5.21,9.96,16.42,5,6,0
R002840,2024-01-24 02:30:19,40.720249,-73.991193,40.752258,-74.005064,economy,3.75,6.3,6.97,2,2,0
R002841,2024-01-24 16:13:07,40.691311,-74.021769,40.742197,-74.0266,sedan,5.67,10.18,17.82,16,2,0
R002842,2024-01-27 08:04:39,40.683288,-74.028409,40.720651,-73.989821,sedan,5.28,16.32,25.63,8,5,1
R002843,2024-01-07 03:26:31,40.735322,-73.989071,40.722248,-74.035757,suv,4.19,4.73,13.86,3,6,0
R002844,2024-01-14 12:29:48,40.673614,-74.003312,40.692101,-74.029293,sedan,3.0,5.26,11.08,12,6,0
R002845,2024-01-30 04:05:36,40.686616,-73.961489,40.726531,-74.031496,economy,7.38,11.05,10.51,4,1,0
R002846,2024-01-19 09:49:48,40.726653,-73.995169,40.730389,-73.989817,economy,0.61,2.01,4.5,9,4,1
R002847,2024-01-14 12:12:43,40.684106,-74.028701,40.680303,-74.018025,sedan,0.99,1.58,5.92,12,6,0
R002848,2024-01-12 00:19:41,40.752981,-73.982128,40.683949,-74.023282,economy,8.42,12.6,14.67,0,4,0
R002849,2024-01-06 12:08:27,40.756222,-73.98371,40.728428,-74.034784,suv,5.3,9.32,23.24,12,5,0
R002850,2024-01-09 06:50:26,40.678189,-73.983979,40.692148,-73.994423,sedan,1.78,2.98,8.13,6,1,0
R002851,2024-01-21 17:44:20,40.686362,-74.027034,40.732111,-73.995178,sedan,5.75,22.04,32.27,17,6,1
R002852,2024-01-16 19:43:39,40.699391,-73.978932,40.683057,-74.025634,sedan,4.34,13.51,26.81,19,1,1
R002853,2024-01-30 22:05:42,40.675509,-73.975178,40.698239,-74.031358,economy,5.37,9.42,10.97,22,1,0
R002854,2024-01-07 17:21:51,40.695756,-74.023286,40.673483,-73.997599,suv,3.29,13.46,28.7,17,6,1
R002855,2024-01-10 14:11:56,40.736768,-73.995363,40.684577,-74.022209,economy,6.23,13.53,14.45,14,2,0
R002856,2024-01-09 06:52:02,40.700072,-74.035907,40.733584,-73.995246,sedan,5.06,9.87,14.57,6,1,0
